# model_1: cps=0.135,seas=1.066
# model_2: cps=0.129,seas=1.084
# model_3: cps=0.131,seas=1.009
# model_4: cps=0.114,seas=1.055
ds,exp_mean,model_1,model_2,model_3,model_4
2020-12-01,3.228694172174156,3.326240195770353,3.068149142185728,2.9653602568663544,3.5598581736061305
2021-01-01,3.347959891864238,3.496501668193467,3.1630211223743583,3.3616952100949273,3.3731295104076953
2021-02-01,3.498221306575803,3.3945885459561236,3.5766018196943214,3.516942445520014,3.506439681065231
2021-03-01,2.9837124388391807,2.9065278771063845,3.2062818555657877,2.856496191361037,2.968167482504132
2021-04-01,3.518713017483568,3.5187788246042846,3.6336876446729356,3.603846011732207,3.3087308371741395
2021-05-01,4.454763702935913,4.48232286275922,4.441694207775708,4.518295172120665,4.375305846140966
2021-06-01,4.502333657620901,4.508537491648594,4.5561040067609735,4.547440454843767,4.396977140925635
2021-07-01,5.111044684730069,5.187977213610148,5.160912033939071,5.123072807509929,4.97116013884381
2021-08-01,5.162969642533063,5.2205179695532635,5.222334807387118,5.238789180322659,4.965496769235157
2021-09-01,5.577208145474408,5.591495069536355,5.569652131668815,5.617327462000626,5.5290846697583635
2021-10-01,6.066953352760353,6.137284526286091,6.079916058793281,6.078622114998005,5.9732632252519675
2021-11-01,6.3936173867371116,6.459808879252399,6.374774553301107,6.473262749532073,6.265385278528693
2021-12-01,6.576527532556377,6.605285508410837,6.598464331229368,6.58920359919856,6.512510140622503
2022-01-01,7.156354215543269,7.181751771289304,7.15965983274638,7.1626322025172104,7.120846207831372
2022-02-01,7.533012948235998,7.575141716733147,7.552226354584441,7.546812798417052,7.455455767014074
2022-03-01,8.123864921080745,8.157091979338265,8.135495863669835,8.120209774621191,8.080851596270744
2022-04-01,8.538248155355019,8.59092374142661,8.535306515160876,8.555186352537072,8.468338984365968
2022-05-01,9.097602367992286,9.121903631165914,9.11536334134042,9.123815939565786,9.027345538187946
2022-06-01,9.586683792009168,9.626834161898229,9.637309993801082,9.606393281546902,9.474339395908961
2022-07-01,8.940541975183626,8.994377149908246,8.94139582821738,8.965914037745575,8.859534996037247
2022-08-01,8.363070727874923,8.426655904510813,8.368224775454625,8.395313207188915,8.259669337907017
2022-09-01,8.298063981958988,8.375941770655073,8.297377360265314,8.306240066674448,8.210967325524798
2022-10-01,8.170484229526112,8.198362307394433,8.207422878364321,8.188828292326342,8.085994727862435
2022-11-01,8.050282751710622,8.102129981193642,8.05606565626038,8.056615438609722,7.985350891139545
2022-12-01,7.409960999764703,7.432146369881978,7.42884052490867,7.432702344935114,7.345453876772081
2023-01-01,7.338261396484193,7.410925042901362,7.3345471251660905,7.349504176908038,7.256917862106103
2023-02-01,6.9809589927893025,6.998057355959904,6.989872592907101,6.977823993994061,6.958004057699011
