ds,y,exp_mean,adaptive,mich
2024-04-01,3.3540471111874304,3.9900266236501967,4.946947488062325,4.7
2024-05-01,3.238866396761142,3.689838903067301,4.125314539356473,4.2
2024-06-01,2.9700853998204435,3.7309654541397475,3.0592533347792994,3.3
2024-07-01,2.9384633061405374,3.687240451533021,3.28032820234625,3.4
2024-08-01,2.6109140322338353,3.3058969029161194,3.7186358677607556,3.5
2024-09-01,2.432541464144644,3.2821341832083175,3.6950823322234427,3.2
2024-10-01,2.5714034967967203,3.1558563256892835,3.2465375076767167,4.2
2024-11-01,2.7141684004842848,2.9826071921991475,3.139855644977696,4.5
2024-12-01,2.872366268806581,3.3317195039881304,3.322200208829762,3.1
2025-01-01,2.999412512831112,3.729611765126819,3.1079425939238847,2.9
2025-02-01,2.8142703731568686,3.985321970074287,3.16642120765831,3.0
2025-03-01,2.4055852640280317,3.9117440999880038,3.4690014354717524,2.9
2025-04-01,2.3337465177498906,,3.3540471111874304,3.2
